Estimate,Est.Error,Q25,Q75,iso3c,country,gdpcap,hcecap,study_pop,hce_prop_gdp,outcome
50.967998339054944,38.40300800654623,24.591993899746814,66.24712498213512,RUS,Russian Federation,10420.5712890625,1078.23486328,adult,0.1034717611319182,outpatient
18.067044756830303,12.530277346494954,9.024974660683203,23.62556838269616,RWA,Rwanda,1004.21571099829,76.83828735,adult,0.07651571919106416,outpatient
19.119384948863008,16.231423877640346,8.799948799384559,24.33263077527026,WSM,Samoa,4003.07590158729,236.22660828,adult,0.05901127385227244,outpatient
53.79000984685693,43.97827287906895,24.415093980068,70.07364076243259,STP,Sao Tome and Principe,1380.60169416257,180.3336792,adult,0.1306196276322729,outpatient
35.00849422770436,32.932408079947436,14.529509159328004,44.97614461633487,SAU,Saudi Arabia,23331.7694701019,1593.37145996,adult,0.06829192539390547,outpatient
11.531479530951675,9.201379671680083,5.323280565027887,15.087933726431409,SEN,Senegal,1463.19101905166,63.73388672,adult,0.043558145102139796,outpatient
53.910463476412026,39.620583597125645,26.014471247365112,71.24825162078673,SRB,Serbia,8210.55401378745,903.11828613,adult,0.10999480481018115,outpatient
21.729360728168892,23.143290040771344,7.898795483249003,27.04747734828622,SYC,Seychelles,16715.2650923889,694.75085449,adult,0.04156385499422002,outpatient
9.62497459340699,7.728793007991455,4.274363669769178,12.564342804104598,SLE,Sierra Leone,1102.44133602893,39.31665802,adult,0.03566326545920468,outpatient
44.79142271196076,46.42816598682253,16.598387470508772,56.22316780347056,SGP,Singapore,65422.4603166668,4320.51611328,adult,0.06604025731174344,outpatient
42.966476546624754,34.06782437150709,19.99407057698741,55.92162881635404,SVK,Slovak Republic,19238.7622372766,1642.39208984,adult,0.08536890625207359,outpatient
65.93485807476743,49.992124162706084,32.056195864961836,84.75292008708557,SVN,Slovenia,25708.8691396365,2737.84936523,adult,0.10649435221594156,outpatient
13.810808028384724,11.035418873587531,6.476396901163937,17.903788469218174,SLB,Solomon Islands,1945.14986518195,96.73880768,adult,0.049733344155953256,outpatient
7.424006307040499,5.8997039547063945,3.4240244672965043,9.689511001732217,SOM,Somalia,465.160693722591,15.34639168,adult,0.03299159169530382,outpatient
40.2265397375012,28.126935121908424,20.339929956692995,53.08253326539831,ZAF,South Africa,5747.41965032482,569.84075928,adult,0.09914723370648514,outpatient
62.001446544613486,48.68524945457733,28.8602244448333,79.61758958289631,ESP,Spain,28569.8436482338,2910.83764648,adult,0.10188496942159321,outpatient
13.726500013488131,13.415631704983033,5.491798405340326,17.378345315628522,LKA,Sri Lanka,3968.6762893616,145.55810547,adult,0.03667673925943061,outpatient
27.554695199614443,28.04960860119265,10.769126318116534,34.53303962314357,KNA,St. Kitts and Nevis,21505.7244171915,1160.26428223,adult,0.05395141589848022,outpatient
24.696410389031996,23.917333581901264,10.428994905376115,31.027493349559673,LCA,St. Lucia,11440.0632358822,644.80279541,adult,0.05636356916171155,outpatient
19.954369821832177,20.462666483120994,7.866062822087571,24.66608842703875,VCT,St. Vincent and the Grenadines,9385.71082837004,434.86938477,adult,0.046333132644096296,outpatient
9.422014900928877,7.213814073387521,4.531300999892689,12.145223345814863,SDN,Sudan,767.248779296875,31.57727051,adult,0.04115649494931509,outpatient
19.26927196998956,18.72528191057191,7.775686029210197,24.399924257621784,SUR,Suriname,7195.10209033209,343.85302734,adult,0.047789874698515845,outpatient
82.00568446087752,64.52985394619131,38.58763994791569,107.16788232035155,SWE,Sweden,54449.7982042953,5943.36132813,adult,0.10915304600084184,outpatient
113.98622493792335,90.94404532502745,52.838657710937525,148.29345008954266,CHE,Switzerland,89555.5599814123,10963.43066406,adult,0.12242043560819132,outpatient
14.142924501550509,10.69596360314056,6.769101118126073,18.463421147775605,TJK,Tajikistan,1407.1075436221,78.61326599,adult,0.05586869770283371,outpatient
9.225009590632954,7.939213004863582,4.077038924781437,11.933970320928104,TZA,Tanzania,1092.86413574219,35.64775848,adult,0.03261865525103975,outpatient
21.64053896710185,19.271445319701968,9.333220989115732,27.684149079674107,THA,Thailand,6393.88744975198,369.97647095,adult,0.057864088765646235,outpatient
59.41467086235936,51.425690933201984,26.101601057547803,75.73191802609846,TLS,Timor-Leste,1278.41861343542,174.91215515,adult,0.13681915556592902,outpatient
13.494337894576054,9.61218672564616,6.744653748064669,17.556740090541204,TGO,Togo,896.874686928368,54.01099014,adult,0.060221334069509504,outpatient
38.39473974609379,31.79684876383855,17.46759250162061,49.4786007309396,TTO,Trinidad and Tobago,16061.9004827224,1292.01806641,adult,0.08043992476480656,outpatient
21.58749728995711,16.57548687439284,10.199527285546978,28.055555827619955,TUN,Tunisia,3958.56222854122,265.85464478,adult,0.0671593951114849,outpatient
17.20768544555802,21.141522251280968,5.6419431902201564,21.308050590037677,TUR,Turkiye,14713.5670729157,385.87997437,adult,0.026226133503704653,outpatient
28.511661476133646,23.66978215309713,12.822253308179253,36.60686732891799,TKM,Turkmenistan,7880.44528570939,579.15454102,adult,0.0734926162193213,outpatient
569.8154313188678,924.2659928655653,134.5115591190611,633.4126976728876,TUV,Tuvalu,4773.34085526672,1084.66955566,adult,0.22723488402535041,outpatient
10.807355713549311,8.171216369970333,5.181296845287774,14.126155288262197,UGA,Uganda,955.745797275462,44.14502716,adult,0.046189088443646754,outpatient
34.01672176872764,36.51554043171046,12.59205799897783,41.19133085811948,ARE,United Arab Emirates,42507.787339453,2314.74511719,adult,0.05445461319134817,outpatient
76.22475610470444,61.78484329280008,35.17162406749844,98.23200351502307,GBR,United Kingdom,47322.6682239254,5035.6171875,adult,0.10641025488402389,outpatient
371.64036404930096,342.649275337643,149.84406960315522,482.0341711235915,USA,United States,65875.177881434,12434.43359375,adult,0.18875749551872512,outpatient
54.856945353884065,41.87623044423887,26.139667100639073,71.50893989852814,URY,Uruguay,18295.9066764742,1850.80737305,adult,0.10115964219635322,outpatient
15.334131532618933,13.671484614282587,6.334772135060727,19.847968897410265,UZB,Uzbekistan,3725.67414578523,169.43212891,adult,0.045476904925159566,outpatient
15.561282037796095,12.867810698516662,7.188170109052929,19.730796788313917,VUT,Vanuatu,2627.97526807247,135.42979431,adult,0.05153389225361056,outpatient
16.616669975320175,14.972924191976434,7.196680308207544,21.419454882533408,VNM,Viet Nam,3760.39771392507,188.89749146,adult,0.050233381102349,outpatient
53.086735506397616,40.021492819706914,25.498440454131963,68.94523524033066,PSE,West Bank and Gaza,2862.88117465434,350.63812256,adult,0.12247735800712564,outpatient
10.107906817205516,7.67847190210611,4.849239189678915,13.324042947107316,YEM,"Yemen, Rep.",859.209303110809,38.11569214,adult,0.04436135875391513,outpatient
14.055153104730872,10.661931303377855,6.785287232619133,18.208271481319038,ZMB,Zambia,1330.85998216751,76.05962372,adult,0.05715073316437483,outpatient
12.80535691092151,10.103464836237487,5.9312847253592915,16.751414261287962,ZWE,Zimbabwe,1410.7373112787,70.66313934,adult,0.05008950906384588,outpatient
43.94015888627902,118.80984736777046,6.041302666099992,39.07038672678564,AFG,Afghanistan,379.707497269884,80.6516037,children,0.2124045595093304,outpatient
38.71436875692426,27.420735826694493,19.376586398172744,50.74327520167397,ALB,Albania,5419.63779125273,414.35025024,children,0.07645349490122004,outpatient
35.58080586201991,28.270241098908443,15.924547018318574,46.92148357637716,DZA,Algeria,4660.40545686886,179.69688416,children,0.038558208255281536,outpatient
90.27431172762815,66.25160923363713,44.447624712641044,117.62586491213048,AND,Andorra,40227.2335282714,3192.31567383,children,0.07935707713001106,outpatient
26.412086881435613,19.62189536932311,12.731749734060326,34.69190183864737,AGO,Angola,2332.88691268977,101.25614166,children,0.043403793432598835,outpatient
