ISO Code,Country,GDP per capita,Healthcare expenditure per capita,Treatment type,Age group,Estimated cost,Estimated error,Lower CI,Upper CI
SOM,Somalia,465.160693722591,15.34639168,Hospitalisation,Adults,   17.08,   11.31,   2.72,   45.16
MDG,Madagascar,448.058746204617,16.32154655,Hospitalisation,Adults,   18.21,   12.30,   2.72,   49.16
COD,"Congo, Dem. Rep.",537.269316970327,24.38615036,Hospitalisation,Adults,   27.21,   18.20,   4.08,   73.67
BDI,Burundi,253.530723439042,24.68718529,Hospitalisation,Adults,   27.55,   18.35,   4.38,   74.55
NER,Niger,562.137571413883,26.50681686,Hospitalisation,Adults,   29.96,   20.42,   4.52,   80.96
ETH,Ethiopia,875.373675519289,27.0685215,Hospitalisation,Adults,   30.66,   20.50,   4.31,   80.18
GMB,"Gambia, The",727.838723280227,28.89956109,Hospitalisation,Adults,   32.91,   22.13,   4.90,   87.50
MLI,Mali,743.273871368099,29.74292755,Hospitalisation,Adults,   33.42,   22.39,   4.91,   89.85
SDN,Sudan,767.248779296875,31.57727051,Hospitalisation,Adults,   35.51,   23.65,   5.30,   95.18
BEN,Benin,1263.62565116943,33.88216782,Hospitalisation,Adults,   38.05,   26.70,   5.61,  104.84
TZA,Tanzania,1092.86413574219,35.64775848,Hospitalisation,Adults,   40.77,   27.21,   6.60,  110.14
YEM,"Yemen, Rep.",859.209303110809,38.11569214,Hospitalisation,Adults,   43.09,   29.01,   6.53,  116.63
PAK,Pakistan,1616.39906887866,38.76602173,Hospitalisation,Adults,   44.02,   29.47,   6.93,  119.57
SLE,Sierra Leone,1102.44133602893,39.31665802,Hospitalisation,Adults,   44.84,   30.31,   6.55,  122.53
MWI,Malawi,556.744034801608,39.65991211,Hospitalisation,Adults,   44.92,   30.67,   7.09,  121.37
TCD,Chad,567.181912180859,40.17007446,Hospitalisation,Adults,   46.11,   31.62,   6.59,  125.43
LAO,Lao PDR,2648.88726608035,41.34779739,Hospitalisation,Adults,   47.55,   32.76,   7.16,  131.14
UGA,Uganda,955.745797275462,44.14502716,Hospitalisation,Adults,   50.47,   34.07,   7.30,  136.82
CAF,Central African Republic,398.330979969132,47.91517639,Hospitalisation,Adults,   55.33,   37.71,   8.30,  147.46
MOZ,Mozambique,610.174972826279,49.4729538,Hospitalisation,Adults,   56.44,   38.32,   8.09,  154.53
COG,"Congo, Rep.",1677.08549205924,50.60568619,Hospitalisation,Adults,   58.79,   40.60,   9.19,  160.06
HTI,Haiti,1219.11871645847,52.29947662,Hospitalisation,Adults,   60.88,   41.77,   9.25,  165.03
TGO,Togo,896.874686928368,54.01099014,Hospitalisation,Adults,   62.25,   42.63,   8.84,  167.97
GIN,Guinea,1028.47369985676,55.03785324,Hospitalisation,Adults,   63.31,   42.93,   9.02,  169.08
BFA,Burkina Faso,744.165760639938,56.75708389,Hospitalisation,Adults,   65.27,   44.95,   8.79,  175.83
MMR,Myanmar,1177.76649645503,57.96875763,Hospitalisation,Adults,   67.79,   45.95,  10.22,  184.43
BGD,Bangladesh,1885.37733613545,61.09237671,Hospitalisation,Adults,   71.33,   49.23,  10.51,  195.32
SEN,Senegal,1463.19101905166,63.73388672,Hospitalisation,Adults,   73.85,   50.53,  10.21,  197.68
GNB,Guinea-Bissau,767.044183086551,66.05480957,Hospitalisation,Adults,   77.74,   52.51,  11.04,  207.92
ZWE,Zimbabwe,1410.7373112787,70.66313934,Hospitalisation,Adults,   82.30,   55.91,  12.18,  228.13
CMR,Cameroon,1466.76885819356,71.97737885,Hospitalisation,Adults,   84.32,   56.99,  12.97,  229.98
ZMB,Zambia,1330.85998216751,76.05962372,Hospitalisation,Adults,   89.24,   61.29,  12.61,  248.54
RWA,Rwanda,1004.21571099829,76.83828735,Hospitalisation,Adults,   90.80,   63.15,  12.54,  252.30
TJK,Tajikistan,1407.1075436221,78.61326599,Hospitalisation,Adults,   91.51,   62.01,  12.98,  249.00
IND,India,2236.31279250417,79.51509857,Hospitalisation,Adults,   92.76,   64.66,  13.54,  256.65
AFG,Afghanistan,379.707497269884,80.6516037,Hospitalisation,Adults,   94.44,   64.71,  13.42,  259.60
PNG,Papua New Guinea,2496.50840962288,81.11356354,Hospitalisation,Adults,   95.15,   65.80,  13.79,  266.73
DJI,Djibouti,3078.28598659063,81.80969238,Hospitalisation,Adults,   97.09,   66.28,  13.91,  268.95
GHA,Ghana,2086.80608066,82.32108307,Hospitalisation,Adults,   95.72,   65.78,  14.63,  260.96
KGZ,Kyrgyz Republic,1264.17439486467,85.87857056,Hospitalisation,Adults,  100.43,   67.79,  14.10,  273.03
CIV,Cote d'Ivoire,2302.7469807991,86.15213013,Hospitalisation,Adults,  101.42,   68.96,  14.95,  273.92
NPL,Nepal,1136.09335013717,88.26616669,Hospitalisation,Adults,  104.09,   71.70,  15.28,  278.26
MRT,Mauritania,1630.27171808744,90.41540527,Hospitalisation,Adults,  106.84,   73.66,  15.46,  287.36
KEN,Kenya,1808.40479129677,90.43982697,Hospitalisation,Adults,  121.35,  130.09,  10.95,  464.10
NGA,Nigeria,2416.36198205178,90.92185211,Hospitalisation,Adults,  106.35,   72.73,  16.18,  288.72
SLB,Solomon Islands,1945.14986518195,96.73880768,Hospitalisation,Adults,  115.25,   78.79,  16.90,  312.05
LBR,Liberia,653.329188343162,99.65045929,Hospitalisation,Adults,  116.85,   81.77,  17.66,  327.40
AGO,Angola,2332.88691268977,101.25614166,Hospitalisation,Adults,  119.02,   81.23,  17.26,  321.92
KHM,Cambodia,2083.59301849948,109.52975464,Hospitalisation,Adults,  132.44,   92.15,  19.58,  366.00
COM,Comoros,1382.51969363483,122.93584442,Hospitalisation,Adults,  146.40,  100.85,  22.46,  405.40
IDN,Indonesia,4192.62390181339,127.44384766,Hospitalisation,Adults,  150.61,  102.01,  22.66,  404.87
LSO,Lesotho,974.382482849023,133.70170593,Hospitalisation,Adults,  159.81,  110.19,  23.43,  431.99
VUT,Vanuatu,2627.97526807247,135.42979431,Hospitalisation,Adults,  163.40,  113.10,  23.71,  446.40
LKA,Sri Lanka,3968.6762893616,145.55810547,Hospitalisation,Adults,  172.66,  117.18,  23.65,  467.01
UZB,Uzbekistan,3725.67414578523,169.43212891,Hospitalisation,Adults,  202.90,  141.58,  29.15,  567.99
EGY,"Egypt, Arab Rep.",4111.24924442966,170.97909546,Hospitalisation,Adults,  205.22,  143.43,  29.69,  568.58
TLS,Timor-Leste,1278.41861343542,174.91215515,Hospitalisation,Adults,  213.15,  148.53,  30.72,  591.37
DZA,Algeria,4660.40545686886,179.69688416,Hospitalisation,Adults,  217.37,  153.24,  29.84,  602.49
STP,Sao Tome and Principe,1380.60169416257,180.3336792,Hospitalisation,Adults,  219.29,  154.26,  31.78,  608.79
PHL,Philippines,3745.65232883132,182.93429565,Hospitalisation,Adults,  222.41,  154.10,  33.47,  610.52
VNM,Viet Nam,3760.39771392507,188.89749146,Hospitalisation,Adults,  266.82,  379.12,  24.58,  948.82
GNQ,Equatorial Guinea,5118.21986148331,190.09381104,Hospitalisation,Adults,  227.96,  155.54,  32.52,  623.53
MAR,Morocco,3403.31982421875,199.21412659,Hospitalisation,Adults,  241.80,  169.64,  34.44,  675.42
NIC,Nicaragua,2256.77147695561,208.47544861,Hospitalisation,Adults,  257.39,  178.87,  36.60,  714.29
FJI,Fiji,5736.82889741943,217.15068054,Hospitalisation,Adults,  264.28,  182.66,  37.27,  726.52
KIR,Kiribati,2003.46946759298,217.68276978,Hospitalisation,Adults,  267.91,  186.13,  38.17,  742.06
WSM,Samoa,4003.07590158729,236.22660828,Hospitalisation,Adults,  292.42,  203.67,  41.59,  807.15
IRN,"Iran, Islamic Rep.",5667.52647829172,237.82546997,Hospitalisation,Adults,  294.78,  207.27,  42.52,  838.27
GAB,Gabon,6541.69710787282,247.09622192,Hospitalisation,Adults,  302.08,  212.48,  43.51,  848.84
HND,Honduras,2527.43851176243,251.04405212,Hospitalisation,Adults,  311.68,  220.54,  42.97,  874.58
IRQ,Iraq,4175.70315667132,254.62432861,Hospitalisation,Adults,  313.66,  217.16,  46.70,  861.01
TUN,Tunisia,3958.56222854122,265.85464478,Hospitalisation,Adults,  331.33,  237.19,  46.15,  932.03
LBY,Libya,7633.45142779936,278.3821106,Hospitalisation,Adults,  343.94,  240.93,  52.59,  965.68
SWZ,Eswatini,3726.43642993545,283.88345337,Hospitalisation,Adults,  344.74,  242.16,  47.36,  947.34
CPV,Cabo Verde,4195.75433916189,285.9694519,Hospitalisation,Adults,  356.47,  249.88,  47.70,  973.51
JOR,Jordan,3950.31227288316,295.13876343,Hospitalisation,Adults,  367.98,  256.29,  53.73, 1025.89
BLZ,Belize,6212.26051785042,297.4163208,Hospitalisation,Adults,  363.43,  255.97,  50.61, 1026.31
AZE,Azerbaijan,5651.34563872949,304.20162964,Hospitalisation,Adults,  371.19,  255.82,  54.71, 1025.06
BOL,Bolivia,3226.08755673382,307.13800049,Hospitalisation,Adults,  377.18,  259.44,  55.47, 1021.83
SUR,Suriname,7195.10209033209,343.85302734,Hospitalisation,Adults,  424.62,  303.23,  62.65, 1184.89
PSE,West Bank and Gaza,2862.88117465434,350.63812256,Hospitalisation,Adults,  433.58,  302.59,  57.69, 1211.32
THA,Thailand,6393.88744975198,369.97647095,Hospitalisation,Adults,  564.20,  476.36,  67.44, 1815.99
TUR,Turkiye,14713.5670729157,385.87997437,Hospitalisation,Adults,  479.99,  348.86,  69.47, 1379.75
GTM,Guatemala,4470.75416315328,396.07998657,Hospitalisation,Adults,  498.48,  347.49,  71.33, 1376.45
FSM,"Micronesia, Fed. Sts.",2986.27621746796,396.7605896,Hospitalisation,Adults,  501.32,  358.18,  73.07, 1403.66
MDA,Moldova,3728.90191379122,398.14910889,Hospitalisation,Adults,  501.35,  357.22,  70.51, 1402.02
NAM,Namibia,3965.35920570222,405.59393311,Hospitalisation,Adults,  513.00,  368.14,  71.72, 1444.96
ALB,Albania,5419.63779125273,414.35025024,Hospitalisation,Adults,  518.06,  370.71,  74.41, 1477.72
KAZ,Kazakhstan,11453.3952725363,420.97982788,Hospitalisation,Adults,  453.05,  509.28,  36.82, 1716.46
VCT,St. Vincent and the Grenadines,9385.71082837004,434.86938477,Hospitalisation,Adults,  546.10,  385.43,  78.83, 1552.57
PER,Peru,6552.55403560046,445.85757446,Hospitalisation,Adults,  562.23,  394.18,  77.11, 1550.06
MNG,Mongolia,4456.53627552726,448.24212646,Hospitalisation,Adults,  554.70,  391.52,  74.87, 1583.90
MYS,Malaysia,11429.5894122241,458.21963501,Hospitalisation,Adults,  572.70,  409.07,  75.27, 1607.94
DOM,Dominican Republic,8857.40278693789,462.26287842,Hospitalisation,Adults,  586.68,  426.06,  82.73, 1702.85
JAM,Jamaica,5328.61624140582,468.34671021,Hospitalisation,Adults,  588.80,  416.18,  85.47, 1653.36
GEO,Georgia,6180.62059946106,477.70956421,Hospitalisation,Adults,  606.05,  422.65,  87.03, 1662.35
BWA,Botswana,7235.92910677284,477.83258057,Hospitalisation,Adults,  607.52,  437.31,  87.80, 1718.16
PRY,Paraguay,6431.71872824395,480.19396973,Hospitalisation,Adults,  608.37,  437.12,  86.35, 1726.87
ECU,Ecuador,6238.15868442687,492.83575439,Hospitalisation,Adults,  624.57,  457.75,  81.24, 1746.02
SLV,El Salvador,4481.19664108356,501.24411011,Hospitalisation,Adults,  614.25,  899.48,  39.30, 2455.22
COL,Colombia,6819.17983072755,505.50805664,Hospitalisation,Adults, 3124.85, 3674.24, 237.02,12060.97
GRD,Grenada,9727.65202554404,521.23730469,Hospitalisation,Adults,  652.48,  470.65,  89.50, 1879.87
BLR,Belarus,6482.80295076287,529.01873779,Hospitalisation,Adults,  662.52,  463.36,  94.17, 1789.69
GUY,Guyana,23102.6662867381,531.62786865,Hospitalisation,Adults,  667.83,  470.86,  97.78, 1915.81
MKD,North Macedonia,6393.78647551263,561.69281006,Hospitalisation,Adults,  706.68,  503.54,  96.52, 2017.21
ZAF,South Africa,5747.41965032482,569.84075928,Hospitalisation,Adults,  948.73,  960.58,  93.03, 3480.13
DMA,Dominica,8399.96601368496,574.41748047,Hospitalisation,Adults,  737.28,  525.05, 105.92, 2110.12
TKM,Turkmenistan,7880.44528570939,579.15454102,Hospitalisation,Adults,  730.65,  520.63, 104.79, 2088.39
MUS,Mauritius,11319.2352240984,590.93572998,Hospitalisation,Adults,  751.84,  539.54, 100.59, 2108.41
LCA,St. Lucia,11440.0632358822,644.80279541,Hospitalisation,Adults,  816.34,  591.10, 122.31, 2294.23
MEX,Mexico,10241.8945112994,650.97070313,Hospitalisation,Adults, 4429.00, 7760.70, 254.02,18934.53
BRN,Brunei Darussalam,28725.115657314,665.86773682,Hospitalisation,Adults,  843.69,  585.15, 118.41, 2356.38
BIH,Bosnia and Herzegovina,6507.01987550791,667.29681396,Hospitalisation,Adults,  849.26,  620.64, 110.11, 2431.05
CHN,China,12175.1961147248,672.45159912,Hospitalisation,Adults, 1385.73, 1163.72, 159.20, 4497.68
ARM,Armenia,5151.01273118105,674.78619385,Hospitalisation,Adults,  864.43,  622.65, 122.76, 2503.45
SYC,Seychelles,16715.2650923889,694.75085449,Hospitalisation,Adults,  903.44,  637.79, 133.00, 2573.80
OMN,Oman,18098.5776925062,706.92224121,Hospitalisation,Adults,  905.92,  633.74, 129.00, 2498.17
MHL,Marshall Islands,5470.42006850903,758.44873047,Hospitalisation,Adults,  985.55,  707.89, 131.68, 2801.29
BRA,Brazil,9258.05329063487,848.57122803,Hospitalisation,Adults,  583.72,  699.41,  37.15, 2486.53
ROU,Romania,12399.0008278388,902.2677002,Hospitalisation,Adults, 1395.29, 1644.44, 124.30, 5195.65
SRB,Serbia,8210.55401378745,903.11828613,Hospitalisation,Adults, 1155.83,  840.42, 155.17, 3251.88
CRI,Costa Rica,14318.8389652137,978.84155273,Hospitalisation,Adults, 1287.26,  952.78, 179.29, 3681.69
BGR,Bulgaria,9819.57352949265,1011.09472656,Hospitalisation,Adults, 1311.26,  959.29, 173.33, 3771.96
RUS,Russian Federation,10420.5712890625,1078.23486328,Hospitalisation,Adults, 1408.50, 1031.96, 185.60, 3980.71
TUV,Tuvalu,4773.34085526672,1084.66955566,Hospitalisation,Adults, 1436.77, 1063.58, 200.25, 4232.02
ATG,Antigua and Barbuda,18090.7735177058,1084.88330078,Hospitalisation,Adults, 1424.37, 1036.61, 192.09, 4112.65
MNE,Montenegro,8403.3387654549,1107.06445313,Hospitalisation,Adults, 1462.88, 1070.88, 189.79, 4131.27
BHR,Bahrain,25076.6545031009,1110.67590332,Hospitalisation,Adults, 1436.91, 1054.83, 199.54, 4153.50
MDV,Maldives,11485.5546954096,1150.68554688,Hospitalisation,Adults, 1510.16, 1090.44, 215.55, 4333.64
KNA,St. Kitts and Nevis,21505.7244171915,1160.26428223,Hospitalisation,Adults, 1522.60, 1133.36, 199.75, 4451.66
POL,Poland,17391.1441481102,1193.13061523,Hospitalisation,Adults, 1562.75, 1786.03, 133.77, 5823.71
HUN,Hungary,16282.830349083,1224.43383789,Hospitalisation,Adults, 1604.01, 1185.23, 217.50, 4706.75
TTO,Trinidad and Tobago,16061.9004827224,1292.01806641,Hospitalisation,Adults, 1689.48, 1242.84, 216.16, 4826.97
BRB,Barbados,19734.2380260921,1302.0592041,Hospitalisation,Adults, 1733.74, 1299.25, 236.44, 4986.02
HRV,Croatia,17147.1660226623,1344.19006348,Hospitalisation,Adults, 1775.88, 1292.82, 243.14, 5198.45
ARG,Argentina,12933.2497342121,1370.88464355,Hospitalisation,Adults, 2792.43,13982.06, 211.36,10269.68
PAN,Panama,16872.8834654731,1472.04638672,Hospitalisation,Adults, 1817.04, 2176.92, 126.97, 7657.59
CHL,Chile,14226.5180749128,1547.28967285,Hospitalisation,Adults, 2081.96, 1523.71, 291.13, 6067.41
SAU,Saudi Arabia,23331.7694701019,1593.37145996,Hospitalisation,Adults, 2128.79, 1535.52, 291.08, 6094.63
SVK,Slovak Republic,19238.7622372766,1642.39208984,Hospitalisation,Adults, 2182.89, 1578.23, 293.79, 6070.12
LVA,Latvia,16703.9018520982,1642.47131348,Hospitalisation,Adults, 2183.24, 1574.57, 319.90, 6285.51
KWT,Kuwait,24155.1872264077,1700.31958008,Hospitalisation,Adults, 2278.86, 1690.59, 313.08, 6538.04
GRC,Greece,21139.1916750925,1768.11071777,Hospitalisation,Adults, 2342.49, 1721.63, 315.60, 6810.36
QAT,Qatar,65111.0333213131,1781.56030273,Hospitalisation,Adults, 2377.55, 1749.01, 331.45, 6953.21
LTU,Lithuania,18685.551945873,1829.66320801,Hospitalisation,Adults, 2394.87, 1784.24, 309.46, 7143.96
URY,Uruguay,18295.9066764742,1850.80737305,Hospitalisation,Adults, 2502.50, 1869.70, 346.73, 7458.24
PLW,Palau,12379.7893768679,1978.85437012,Hospitalisation,Adults, 2618.47, 1913.39, 367.79, 7616.24
EST,Estonia,20123.422189306,1998.88549805,Hospitalisation,Adults, 2695.60, 1990.66, 371.21, 7804.06
NRU,Nauru,8463.13245199864,2264.20239258,Hospitalisation,Adults, 3001.56, 2195.41, 393.91, 8404.39
ARE,United Arab Emirates,42507.787339453,2314.74511719,Hospitalisation,Adults, 3129.56, 2273.23, 430.21, 9088.78
BHS,"Bahamas, The",31053.8006388734,2341.32348633,Hospitalisation,Adults, 3170.88, 2409.76, 435.03, 9284.84
CZE,Czechia,20245.6557955904,2431.08496094,Hospitalisation,Adults, 3253.79, 2377.28, 421.56, 9395.08
PRT,Portugal,22292.4218368837,2580.75634766,Hospitalisation,Adults, 3500.39, 2598.49, 484.58,10192.24
SVN,Slovenia,25708.8691396365,2737.84936523,Hospitalisation,Adults, 3729.09, 2749.50, 497.14,10993.67
CYP,Cyprus,32341.302734375,2864.15649414,Hospitalisation,Adults, 3877.77, 2878.74, 547.53,11363.78
ESP,Spain,28569.8436482338,2910.83764648,Hospitalisation,Adults, 5987.70, 6215.79, 560.98,20784.90
KOR,"Korea, Rep.",34121.0211756766,3049.67163086,Hospitalisation,Adults, 4124.92, 3168.00, 533.27,12563.35
ITA,Italy,34088.088128227,3134.68066406,Hospitalisation,Adults, 5790.42, 6185.64, 461.40,21463.40
AND,Andorra,40227.2335282714,3192.31567383,Hospitalisation,Adults, 4353.61, 3248.84, 579.96,13123.54
MLT,Malta,33000.5930696382,3352.77490234,Hospitalisation,Adults, 4537.23, 3363.93, 610.87,13234.49
JPN,Japan,36990.3301140205,3889.35717773,Hospitalisation,Adults, 5671.56, 5315.49, 659.53,19138.21
ISR,Israel,42852.5810267712,4223.87255859,Hospitalisation,Adults, 5869.98, 4398.25, 791.61,17039.29
SGP,Singapore,65422.4603166668,4320.51611328,Hospitalisation,Adults, 5998.53, 4455.83, 829.07,17718.58
NZL,New Zealand,41766.8707772422,4804.37792969,Hospitalisation,Adults, 5420.73, 6644.05, 421.81,20191.78
FRA,France,39117.4845009362,4865.17822266,Hospitalisation,Adults, 6759.97, 5131.97, 876.61,20145.26
FIN,Finland,45588.5130643088,4902.0390625,Hospitalisation,Adults, 5829.58, 6438.40, 393.42,22242.34
GBR,United Kingdom,47322.6682239254,5035.6171875,Hospitalisation,Adults, 7397.46, 6887.09, 698.41,25058.15
BEL,Belgium,44731.0420983801,5404.62402344,Hospitalisation,Adults, 9550.78, 8025.79,1047.04,30563.37
NLD,Netherlands,51305.6282286444,5796.03466797,Hospitalisation,Adults, 8188.37, 8446.96, 887.04,28575.85
AUT,Austria,46338.9571249412,5851.96240234,Hospitalisation,Adults, 7944.12,10954.79, 545.19,33486.12
SWE,Sweden,54449.7982042953,5943.36132813,Hospitalisation,Adults, 8357.93, 6482.99,1126.63,26280.71
DEU,Germany,44336.7775157399,6182.34375,Hospitalisation,Adults, 3466.10, 3237.23, 323.33,12230.15
CAN,Canada,44468.7475023539,6255.02783203,Hospitalisation,Adults, 9834.92, 8699.21,1091.46,30938.28
IRL,Ireland,91647.7688541174,6448.02197266,Hospitalisation,Adults, 9122.84, 6835.68,1254.08,26568.67
DNK,Denmark,61295.9818623394,6456.08398438,Hospitalisation,Adults, 9203.23, 7095.41,1232.93,26990.53
AUS,Australia,61583.9188935304,6730.99511719,Hospitalisation,Adults, 8504.72,10696.99, 660.86,32022.79
ISL,Iceland,59096.4444709589,6851.62939453,Hospitalisation,Adults, 9629.47, 7372.76,1233.38,28881.66
LUX,Luxembourg,106342.757463856,7022.62695313,Hospitalisation,Adults, 9919.00, 7566.22,1309.35,29248.51
MCO,Monaco,224582.449752101,7655.94042969,Hospitalisation,Adults,10921.03, 8546.49,1438.89,33533.92
NOR,Norway,78912.3327624579,8692.57617188,Hospitalisation,Adults,12533.55, 9874.85,1667.17,37775.48
CHE,Switzerland,89555.5599814123,10963.43066406,Hospitalisation,Adults,15735.72,12056.05,2086.95,47629.06
USA,United States,65875.177881434,12434.43359375,Hospitalisation,Adults,29517.46,20979.96,3768.04,82872.98
SOM,Somalia,465.160693722591,15.34639168,Hospitalisation,Children,   15.25,   10.06,   2.33,   40.50
MDG,Madagascar,448.058746204617,16.32154655,Hospitalisation,Children,   16.50,   10.99,   2.58,   44.02
COD,"Congo, Dem. Rep.",537.269316970327,24.38615036,Hospitalisation,Children,   24.26,   16.22,   3.71,   65.15
BDI,Burundi,253.530723439042,24.68718529,Hospitalisation,Children,   25.06,   16.86,   3.62,   68.60
NER,Niger,562.137571413883,26.50681686,Hospitalisation,Children,   26.99,   17.91,   4.09,   71.42
ETH,Ethiopia,875.373675519289,27.0685215,Hospitalisation,Children,   27.41,   18.16,   4.03,   73.68
GMB,"Gambia, The",727.838723280227,28.89956109,Hospitalisation,Children,   29.54,   19.77,   4.30,   77.89
MLI,Mali,743.273871368099,29.74292755,Hospitalisation,Children,   29.93,   20.19,   4.26,   80.37
SDN,Sudan,767.248779296875,31.57727051,Hospitalisation,Children,   32.02,   21.24,   4.59,   85.09
BEN,Benin,1263.62565116943,33.88216782,Hospitalisation,Children,   34.17,   22.76,   5.03,   90.12
TZA,Tanzania,1092.86413574219,35.64775848,Hospitalisation,Children,   36.45,   24.32,   5.46,   97.75
YEM,"Yemen, Rep.",859.209303110809,38.11569214,Hospitalisation,Children,   38.91,   26.23,   6.15,  103.63
PAK,Pakistan,1616.39906887866,38.76602173,Hospitalisation,Children,   39.17,   26.20,   5.79,  102.97
SLE,Sierra Leone,1102.44133602893,39.31665802,Hospitalisation,Children,   39.49,   26.09,   6.05,  105.36
MWI,Malawi,556.744034801608,39.65991211,Hospitalisation,Children,   39.60,   26.68,   5.71,  108.07
TCD,Chad,567.181912180859,40.17007446,Hospitalisation,Children,   41.23,   27.02,   6.29,  109.64
LAO,Lao PDR,2648.88726608035,41.34779739,Hospitalisation,Children,   41.72,   28.13,   6.44,  114.56
UGA,Uganda,955.745797275462,44.14502716,Hospitalisation,Children,   44.73,   30.41,   6.48,  121.80
CAF,Central African Republic,398.330979969132,47.91517639,Hospitalisation,Children,   48.50,   32.70,   7.46,  131.97
MOZ,Mozambique,610.174972826279,49.4729538,Hospitalisation,Children,   50.05,   34.18,   6.92,  132.51
COG,"Congo, Rep.",1677.08549205924,50.60568619,Hospitalisation,Children,   51.40,   35.12,   7.36,  139.52
HTI,Haiti,1219.11871645847,52.29947662,Hospitalisation,Children,   52.43,   35.32,   7.60,  140.24
TGO,Togo,896.874686928368,54.01099014,Hospitalisation,Children,   54.57,   37.17,   7.59,  149.77
GIN,Guinea,1028.47369985676,55.03785324,Hospitalisation,Children,   55.95,   37.97,   7.79,  149.16
BFA,Burkina Faso,744.165760639938,56.75708389,Hospitalisation,Children,   57.50,   38.25,   8.57,  152.10
MMR,Myanmar,1177.76649645503,57.96875763,Hospitalisation,Children,   59.79,   39.99,   8.92,  158.15
BGD,Bangladesh,1885.37733613545,61.09237671,Hospitalisation,Children,   61.73,   41.41,   8.95,  165.93
SEN,Senegal,1463.19101905166,63.73388672,Hospitalisation,Children,   64.97,   44.30,   9.51,  175.37
GNB,Guinea-Bissau,767.044183086551,66.05480957,Hospitalisation,Children,   66.91,   45.61,   9.99,  183.58
ZWE,Zimbabwe,1410.7373112787,70.66313934,Hospitalisation,Children,   71.29,   48.36,  10.55,  190.92
CMR,Cameroon,1466.76885819356,71.97737885,Hospitalisation,Children,   72.67,   48.71,  10.44,  190.44
ZMB,Zambia,1330.85998216751,76.05962372,Hospitalisation,Children,   77.91,   53.20,  10.87,  213.37
RWA,Rwanda,1004.21571099829,76.83828735,Hospitalisation,Children,   77.86,   53.07,  10.67,  214.65
TJK,Tajikistan,1407.1075436221,78.61326599,Hospitalisation,Children,   79.34,   53.58,  11.71,  216.10
IND,India,2236.31279250417,79.51509857,Hospitalisation,Children,   81.23,   55.60,  12.55,  222.89
AFG,Afghanistan,379.707497269884,80.6516037,Hospitalisation,Children,   82.74,   56.50,  13.00,  223.26
PNG,Papua New Guinea,2496.50840962288,81.11356354,Hospitalisation,Children,   82.12,   55.76,  12.28,  221.64
DJI,Djibouti,3078.28598659063,81.80969238,Hospitalisation,Children,   82.95,   55.23,  11.99,  222.84
GHA,Ghana,2086.80608066,82.32108307,Hospitalisation,Children,   83.46,   56.82,  11.63,  231.40
KGZ,Kyrgyz Republic,1264.17439486467,85.87857056,Hospitalisation,Children,   88.44,   61.04,  12.68,  242.11
CIV,Cote d'Ivoire,2302.7469807991,86.15213013,Hospitalisation,Children,   87.65,   58.25,  12.09,  228.13
NPL,Nepal,1136.09335013717,88.26616669,Hospitalisation,Children,   90.00,   59.87,  13.52,  239.40
MRT,Mauritania,1630.27171808744,90.41540527,Hospitalisation,Children,   92.35,   63.08,  12.92,  254.76
KEN,Kenya,1808.40479129677,90.43982697,Hospitalisation,Children,   97.67,   86.19,  11.83,  324.29
NGA,Nigeria,2416.36198205178,90.92185211,Hospitalisation,Children,   92.94,   62.66,  13.66,  251.01
SLB,Solomon Islands,1945.14986518195,96.73880768,Hospitalisation,Children,   99.70,   69.04,  13.73,  268.51
LBR,Liberia,653.329188343162,99.65045929,Hospitalisation,Children,  100.39,   66.79,  15.12,  271.96
AGO,Angola,2332.88691268977,101.25614166,Hospitalisation,Children,  102.65,   69.99,  14.99,  282.66
KHM,Cambodia,2083.59301849948,109.52975464,Hospitalisation,Children,  112.74,   77.80,  16.21,  309.23
COM,Comoros,1382.51969363483,122.93584442,Hospitalisation,Children,  125.44,   86.47,  17.65,  342.62
IDN,Indonesia,4192.62390181339,127.44384766,Hospitalisation,Children,  129.57,   89.58,  19.41,  363.39
LSO,Lesotho,974.382482849023,133.70170593,Hospitalisation,Children,  136.11,   93.01,  19.88,  373.49
VUT,Vanuatu,2627.97526807247,135.42979431,Hospitalisation,Children,  138.00,   93.48,  19.82,  374.95
LKA,Sri Lanka,3968.6762893616,145.55810547,Hospitalisation,Children,  146.94,  100.76,  21.57,  405.94
UZB,Uzbekistan,3725.67414578523,169.43212891,Hospitalisation,Children,  174.19,  119.50,  25.96,  473.84
EGY,"Egypt, Arab Rep.",4111.24924442966,170.97909546,Hospitalisation,Children,  174.08,  120.00,  24.24,  486.18
TLS,Timor-Leste,1278.41861343542,174.91215515,Hospitalisation,Children,  180.31,  122.26,  26.65,  486.21
DZA,Algeria,4660.40545686886,179.69688416,Hospitalisation,Children,  182.85,  124.49,  29.04,  501.49
STP,Sao Tome and Principe,1380.60169416257,180.3336792,Hospitalisation,Children,  185.00,  129.04,  24.38,  509.77
PHL,Philippines,3745.65232883132,182.93429565,Hospitalisation,Children,  188.72,  131.10,  27.57,  514.99
VNM,Viet Nam,3760.39771392507,188.89749146,Hospitalisation,Children,  177.72,  177.17,  17.89,  663.60
GNQ,Equatorial Guinea,5118.21986148331,190.09381104,Hospitalisation,Children,  194.91,  134.13,  27.51,  536.50
MAR,Morocco,3403.31982421875,199.21412659,Hospitalisation,Children,  202.83,  137.89,  29.57,  548.90
